Rdate,comment,condition,drug,easeofuse,effectiveness,helpful,reviewer,satisfaction
4/29/10 12:51,,Type 2 Diabetes Mellitus,Actos oral,2,3,5,55-64 Female  on Treatment for 10 years or more (Patient),1
4/28/10 15:59,,Type 2 Diabetes Mellitus,Actos oral,5,4,1,55-64 Female  on Treatment for 10 years or more (Patient),4
5/21/10 18:01,had very bad chest pains thought i was having heart failure. chest pains stoped within 3 days of stoping the drug will not try it again. it did lower blood sugars,Type 2 Diabetes Mellitus,Actos oral,4,4,5,"rick, 45-54 Male  on Treatment for less than 1 month (Patient)",1
5/15/10 19:38,,Type 2 Diabetes Mellitus,Actos oral,4,4,7,"youngun, 45-54 Female  on Treatment for 1 to less than 2 years (Patient)",2
5/11/10 22:00,,Type 2 Diabetes Mellitus,Actos oral,4,3,8,"143webmd, 65-74 Male  on Treatment for 2 to less than 5 years (Patient)",1
5/11/10 19:16,,Type 2 Diabetes Mellitus,Actos oral,5,4,0,45-54 Female  on Treatment for 1 to 6 months (Patient),4
5/7/10 12:54,,Type 2 Diabetes Mellitus,Actos oral,4,4,8,"ANGIE, 45-54 Female  on Treatment for 1 to 6 months (Patient)",2
6/1/10 1:07,"HAVE BEEN ON ACTOS FOR 8 YEARS AND KEPT MY AC1 LEVEL UNDER 6.  COULDN'T WORK OUT WHY I HAD GAINED SO MUCH WEIGHT AND CONSTANT SWOLLEN FEET.  COULDN'T WEAR SANDLES AND ALL MY SHOES HAD TO BE STRECHED AS THEY WOULD FIT - HAD TO GO UP A SIZE.  DOCTOR DIDN'T SEEM CONCERNED ABOUT SWELLING.  DECIDED TO COME OF ACTOS SIX MONTHS AGO - SHOES ARE NOW TOO LARGE!!! - MY CLOTHES ARE FALLING OFF ME.
					...
					",Type 2 Diabetes Mellitus,Actos oral,5,5,1,"KINGSWAY, 55-64 on Treatment for 5 to less than 10 years",1
5/30/10 12:22,,Type 2 Diabetes Mellitus,Actos oral,4,3,9,"tyswagg, 65-74 Male  on Treatment for 5 to less than 10 years (Patient)",2
5/28/10 22:13,,Type 2 Diabetes Mellitus,Actos oral,4,4,8,"Penny, 45-54 Female  on Treatment for 5 to less than 10 years (Patient)",2
5/27/10 13:01,,Type 2 Diabetes Mellitus,Actos oral,3,3,2,65-74 Male  on Treatment for 2 to less than 5 years (Patient),3
5/24/10 18:21,,Type 2 Diabetes Mellitus,Actos oral,5,3,1,75 or over Male  on Treatment for 2 to less than 5 years (Patient),4
6/1/10 22:10,vision problems,Type 2 Diabetes Mellitus,Actos oral,3,3,6,"anniemae, 75 or over on Treatment for 1 to 6 months",3
6/22/10 14:36,,Type 2 Diabetes Mellitus,Actos oral,3,3,5,"roberta, 55-64 on Treatment for 6 months to less than 1 year (Patient)",3
6/9/10 16:47,,Type 2 Diabetes Mellitus,Actos oral,1,1,2,"sonny, 65-74 on Treatment for 1 to 6 months (Patient)",1
6/6/10 20:22,,Type 2 Diabetes Mellitus,Actos oral,3,1,1,"sharon minton, 45-54 Female  on Treatment for less than 1 month (Patient)",1
6/2/10 21:33,,Type 2 Diabetes Mellitus,Actos oral,4,1,5,"pazz, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",1
6/29/10 17:26,"In 4 months I have 15 pounds even while trying to loose weight.  Swollen ankles and legs, fingers, hands.  After reading numerous reviews I now realize what I have to do.  I'm going to my doctor and telling him I must be taken off the medication.  I'm also tired all of the time.  I've had this happen with other meds and when I mention it to the doctor I'm told that the medication d
					...
					",Type 2 Diabetes Mellitus,Actos oral,5,5,1,"Marzie, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient)",1
6/29/10 8:54,,Type 2 Diabetes Mellitus,Actos oral,3,3,8,"signman, 55-64 Male  on Treatment for 10 years or more (Patient)",2
6/28/10 20:30,,Type 2 Diabetes Mellitus,Actos oral,5,5,4,,5
6/28/10 20:24,,Type 2 Diabetes Mellitus,Actos oral,4,4,1,"pt, 35-44 Female  on Treatment for 1 to less than 2 years (Patient)",1
6/28/10 15:12,,Type 2 Diabetes Mellitus,Actos oral,4,4,0,65-74 Male  on Treatment for 2 to less than 5 years (Patient),4
7/7/10 19:08,I have had no problems with this drug. Been on it for 3 years  have gained about 50 lbs and have joint pain but until now didnt think it could be from this medication,Type 2 Diabetes Mellitus,Actos oral,5,5,1,55-64 Female  on Treatment for 2 to less than 5 years (Patient),5
7/6/10 22:37,,Type 2 Diabetes Mellitus,Actos oral,3,3,1,"dan 2112, 45-54 Male  on Treatment for 1 to less than 2 years (Patient)",3
7/3/10 3:11,,Type 2 Diabetes Mellitus,Actos oral,1,2,1,"te7e7o, 65-74 Female  on Treatment for less than 1 month (Patient)",1
7/1/10 11:50,,Type 2 Diabetes Mellitus,Actos oral,4,4,1,"grahamsr1, 55-64 Male  on Treatment for 1 to less than 2 years (Patient)",1
6/30/10 15:50,,Type 2 Diabetes Mellitus,Actos oral,5,5,0,55-64 Male  on Treatment for 10 years or more (Patient),5
7/18/10 11:37,,Type 2 Diabetes Mellitus,Actos oral,5,2,1,65-74 Male  on Treatment for 2 to less than 5 years (Patient),3
7/17/10 0:53,,Type 2 Diabetes Mellitus,Actos oral,1,1,3,55-64 Female  on Treatment for 2 to less than 5 years (Patient),1
7/14/10 23:54,,Type 2 Diabetes Mellitus,Actos oral,4,3,9,"unmdw5, 65-74 Male  on Treatment for 2 to less than 5 years (Patient)",3
7/14/10 16:35,,Type 2 Diabetes Mellitus,Actos oral,5,5,2,"philphocaas, 75 or over Male  on Treatment for 1 to 6 months (Patient)",5
7/13/10 14:02,,Type 2 Diabetes Mellitus,Actos oral,3,4,1,"lsweetnell, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient)",1
7/28/10 20:53,I did gain 16 pounds and seem to be tired all the time. I know I'm always hungrey lately. It did bring down my number to 7.0 but I've been having some issues with my breathing. I will be seeing my doctor and ask her about these symptoms. I was on it once before and she took me off. I'll be working out in the gym again so I'll see how that goes.,Type 2 Diabetes Mellitus,Actos oral,3,3,7,"smcgee, 45-54 Female  (Patient)",2
7/27/10 17:45,,Type 2 Diabetes Mellitus,Actos oral,1,3,4,"dlecours, 25-34 Male  on Treatment for 1 to less than 2 years (Patient)",1
7/21/10 15:05,,Type 2 Diabetes Mellitus,Actos oral,4,4,1,"crowe, 45-54 Female  on Treatment for 1 to 6 months (Patient)",1
7/20/10 20:02,,Type 2 Diabetes Mellitus,Actos oral,5,4,1,45-54 Male  on Treatment for 1 to 6 months (Patient),1
7/18/10 23:12,,Type 2 Diabetes Mellitus,Actos oral,5,5,6,"Al, 65-74 Male  on Treatment for 2 to less than 5 years (Patient)",5
8/4/10 17:36,"I took this med several years back and had a problem with swelling in hands & feet. My doctor at that time took me off of it.  I have since changed doctors- I was put back on it 2 weeks ago. Within a week my blood sugar had come down from high 200's to 160. The medicine works, however, I woke up one morning and had the worst headache of my life, I felt like I was in a daze, I could hear my
					...
					",Type 2 Diabetes Mellitus,Actos oral,4,4,1,"Wanda, 45-54 Female  on Treatment for less than 1 month (Patient)",1
8/4/10 16:57,,Type 2 Diabetes Mellitus,Actos oral,5,5,7,"Irish2at, 35-44 Female  on Treatment for 1 to 6 months (Patient)",4
8/2/10 12:26,,Type 2 Diabetes Mellitus,Actos oral,4,3,1,"mkj, 55-64 Female  on Treatment for 1 to less than 2 years (Patient)",1
7/29/10 20:28,,Type 2 Diabetes Mellitus,Actos oral,1,3,2,"dlecours, 25-34 Male  on Treatment for 1 to less than 2 years (Patient)",1
7/29/10 1:31,,Type 2 Diabetes Mellitus,Actos oral,3,3,6,"Maw Bear, 35-44 Female  on Treatment for 1 to 6 months (Patient)",1
8/28/10 17:38,,Type 2 Diabetes Mellitus,Actos oral,5,5,2,55-64 Female  on Treatment for 2 to less than 5 years (Patient),5
8/12/10 22:14,,Type 2 Diabetes Mellitus,Actos oral,3,3,8,65-74 Male  on Treatment for 1 to 6 months (Patient),3
8/12/10 19:15,,Type 2 Diabetes Mellitus,Actos oral,5,3,4,"mrtoad, 75 or over Male  on Treatment for 2 to less than 5 years (Patient)",3
8/9/10 22:05,,Type 2 Diabetes Mellitus,Actos oral,5,5,1,"JCBB, 65-74 Female  on Treatment for 5 to less than 10 years (Patient)",5
8/5/10 13:50,,Type 2 Diabetes Mellitus,Actos oral,2,1,9,65-74 Male  on Treatment for less than 1 month (Patient),1
9/23/10 19:43,I take Actos one time daily. My blood sugar levels have dramatically dropped since I started my treatment a month ago. I am very happy with the medication Actos.I  am not experiencing any side effects whatsoever.,Type 2 Diabetes Mellitus,Actos oral,5,5,6,"Valerie, 45-54 Female  on Treatment for 1 to 6 months (Patient)",5
9/15/10 12:12,,Type 2 Diabetes Mellitus,Actos oral,5,3,6,"smartstone, 65-74 on Treatment for 1 to less than 2 years (Patient)",1
9/12/10 5:31,,Type 2 Diabetes Mellitus,Actos oral,2,1,2,"hateactos, 55-64 Male  on Treatment for 6 months to less than 1 year (Patient)",1
8/31/10 18:47,,Type 2 Diabetes Mellitus,Actos oral,2,3,2,"rdbulldurham, 55-64 Male  on Treatment for 1 to 6 months (Patient)",2
8/29/10 11:50,,Type 2 Diabetes Mellitus,Actos oral,5,1,1,"Johnnie, 55-64 Female  (Patient)",1
10/7/10 20:34,,Type 2 Diabetes Mellitus,Actos oral,5,5,1,65-74 Female  on Treatment for 2 to less than 5 years (Patient),5
10/6/10 13:15,,Type 2 Diabetes Mellitus,Actos oral,4,5,3,55-64 Female  on Treatment for 1 to 6 months (Patient),5
10/2/10 7:28,,Type 2 Diabetes Mellitus,Actos oral,4,2,1,"bahamamama, 45-54 Female  on Treatment for 2 to less than 5 years (Patient)",1
9/26/10 11:06,,Type 2 Diabetes Mellitus,Actos oral,3,3,6,"NONE,  Female  on Treatment for 2 to less than 5 years (Patient)",2
9/24/10 17:24,,Type 2 Diabetes Mellitus,Actos oral,3,3,0,45-54 Male  on Treatment for 2 to less than 5 years (Patient),3
10/24/10 22:19,I have had a very good experience with the treatment of Actos for controling my blood sugar. The doctor said I either had to take this medication or use insulin again. I chose Actos.,Type 2 Diabetes Mellitus,Actos oral,5,5,4,"Eva, 75 or over Female  on Treatment for 6 months to less than 1 year (Patient)",5
10/22/10 15:29,,Type 2 Diabetes Mellitus,Actos oral,5,2,1,55-64 Female  on Treatment for 2 to less than 5 years (Patient),1
10/21/10 23:43,,Type 2 Diabetes Mellitus,Actos oral,5,3,1,"Moni1, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",1
10/21/10 23:01,,Type 2 Diabetes Mellitus,Actos oral,5,1,1,"Quiro, 55-64 Male  on Treatment for 1 to 6 months (Patient)",1
10/21/10 9:37,,Type 2 Diabetes Mellitus,Actos oral,5,5,2,"vicif, 65-74 Female  on Treatment for 1 to 6 months (Patient)",5
11/8/10 18:16,no diabetic complications.,Type 2 Diabetes Mellitus,Actos oral,5,5,3,"DJ, 55-64 Female  on Treatment for 2 to less than 5 years (Patient)",5
11/2/10 15:46,,Type 2 Diabetes Mellitus,Actos oral,4,2,2,,2
10/30/10 3:54,,Type 2 Diabetes Mellitus,Actos oral,3,4,1,"hamby, 45-54 Male  on Treatment for 2 to less than 5 years (Patient)",3
10/29/10 5:42,,Type 2 Diabetes Mellitus,Actos oral,4,4,6,,4
10/26/10 15:04,,Type 2 Diabetes Mellitus,Actos oral,5,3,0,"revjvruiz, 55-64 Male  on Treatment for 5 to less than 10 years (Patient)",4
11/12/10 4:07,,Type 2 Diabetes Mellitus,Actos oral,4,2,2,45-54 Male  on Treatment for 2 to less than 5 years (Patient),2
11/10/10 14:05,,Type 2 Diabetes Mellitus,Actos oral,4,2,1,75 or over Female  on Treatment for 1 to 6 months (Patient),1
11/9/10 16:18,,Type 2 Diabetes Mellitus,Actos oral,5,5,6,"Actos, 65-74 Female  on Treatment for 1 to less than 2 years (Patient)",5
11/9/10 15:08,,Type 2 Diabetes Mellitus,Actos oral,5,5,2,"dolphin, 75 or over Male  on Treatment for 1 to 6 months (Patient)",5
11/9/10 8:20,,Type 2 Diabetes Mellitus,Actos oral,4,4,1,,4
11/26/10 12:13,"I am very slow at climbing stairs.  Also, I have pains in my muscles both arms and legs.
I had swelling in the ankles previously. Started taking it again per Dr.
THESE ARE FACTS NO OTHER WAY TO PUT IT.",Type 2 Diabetes Mellitus,Actos oral,1,1,1,,1
11/25/10 12:56,,Type 2 Diabetes Mellitus,Actos oral,2,2,7,"rashid, 55-64 Male  on Treatment for less than 1 month (Patient)",1
11/24/10 15:44,,Type 2 Diabetes Mellitus,Actos oral,5,5,2,65-74 Female  on Treatment for 2 to less than 5 years (Patient),5
11/17/10 10:44,,Type 2 Diabetes Mellitus,Actos oral,3,2,4,"J W, 45-54 Male  on Treatment for 1 to less than 2 years (Patient)",2
11/13/10 12:43,,Type 2 Diabetes Mellitus,Actos oral,4,2,4,65-74 Female  on Treatment for less than 1 month (Patient),2
12/8/10 19:40,I take 1 pill a day along with glimepiride and metformin. They seem to handle my diabetis just fine.,Type 2 Diabetes Mellitus,Actos oral,5,5,4,"Billy C, 65-74 Male  on Treatment for less than 1 month (Patient)",5
12/8/10 12:24,,Type 2 Diabetes Mellitus,Actos oral,2,1,1,"Tom, 65-74 Male  on Treatment for 1 to 6 months (Patient)",1
12/6/10 13:33,,Type 2 Diabetes Mellitus,Actos oral,5,3,0,35-44 Female  on Treatment for 1 to 6 months (Patient),3
12/5/10 9:35,,Type 2 Diabetes Mellitus,Actos oral,3,1,3,"katrina, 35-44 Female  on Treatment for less than 1 month (Patient)",1
11/27/10 11:16,,Type 2 Diabetes Mellitus,Actos oral,4,3,5,65-74 Female  on Treatment for 6 months to less than 1 year (Patient),2
1/17/11 10:00,,Type 2 Diabetes Mellitus,Actos oral,4,4,0,"bluedolphin526, 45-54 Female  on Treatment for 5 to less than 10 years (Patient)",4
1/15/11 10:48,,Type 2 Diabetes Mellitus,Actos oral,5,5,1,65-74 Male  on Treatment for 2 to less than 5 years (Patient),5
1/8/11 22:19,,Type 2 Diabetes Mellitus,Actos oral,4,1,3,"KC, 45-54 Female  on Treatment for less than 1 month (Patient)",1
1/6/11 13:44,,Type 2 Diabetes Mellitus,Actos oral,4,4,1,55-64 Female  on Treatment for 2 to less than 5 years (Patient),1
12/31/10 18:40,,Type 2 Diabetes Mellitus,Actos oral,2,1,2,,1
1/28/11 18:57,I started taking ActosPlus Met about 6 years ago.  I started gaining weight and have water retention.  I am trying to lose weight so that I will be able to get off the medication.  My A1C is on the borderline.  ,Type 2 Diabetes Mellitus,Actos oral,4,4,8,"MDC13, 65-74 Female  on Treatment for 5 to less than 10 years (Patient)",2
1/28/11 18:43,,Type 2 Diabetes Mellitus,Actos oral,3,3,0,55-64 Male  on Treatment for 1 to 6 months (Patient),3
1/27/11 10:46,,Type 2 Diabetes Mellitus,Actos oral,5,5,3,"chuck, 65-74 Male  on Treatment for 2 to less than 5 years (Patient)",5
1/26/11 5:10,,Type 2 Diabetes Mellitus,Actos oral,2,3,1,"zzzzzzzz, 75 or over Male  on Treatment for 10 years or more (Patient)",2
1/25/11 0:10,,Type 2 Diabetes Mellitus,Actos oral,1,1,6,"Sixrealms, 65-74 Female  on Treatment for less than 1 month (Patient)",1
2/9/11 10:21,Need information from people who gotten Actos from on line / mail order pharmacies. Satisfied? Primary care physician okk with it? Shipping problems?,Type 2 Diabetes Mellitus,Actos oral,4,2,0,"ejr112, 65-74 Female  on Treatment for 1 to less than 2 years (Patient)",3
2/7/11 14:33,,Type 2 Diabetes Mellitus,Actos oral,3,3,5,"locotech, 45-54 Male  on Treatment for 2 to less than 5 years (Patient)",2
2/5/11 19:42,,Type 2 Diabetes Mellitus,Actos oral,3,3,5,"queen, 55-64 Female  on Treatment for 1 to less than 2 years (Patient)",3
2/5/11 17:41,,Type 2 Diabetes Mellitus,Actos oral,4,4,2,55-64 Male  on Treatment for 1 to less than 2 years (Patient),4
2/3/11 12:21,,Type 2 Diabetes Mellitus,Actos oral,1,2,4,"trimleroy, 65-74 Male  on Treatment for 1 to 6 months (Patient)",1
2/16/11 12:34,might be a good medicine but the price per tablet has become 13 $  per looking for a more cheeeeper pill,Type 2 Diabetes Mellitus,Actos oral,4,4,3,75 or over Male  (Patient),4
2/15/11 9:19,,Type 2 Diabetes Mellitus,Actos oral,4,2,6,"epiphany4z, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",1
2/11/11 14:45,,Type 2 Diabetes Mellitus,Actos oral,3,3,3,"Divalucky7, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient)",1
2/11/11 13:39,,Type 2 Diabetes Mellitus,Actos oral,5,4,5,"p2kelley, 55-64 Male  on Treatment for 1 to less than 2 years (Patient)",2
2/9/11 15:12,,Type 2 Diabetes Mellitus,Actos oral,5,5,4,"crash1, 45-54 Male  on Treatment for 6 months to less than 1 year (Patient)",5
3/5/11 22:25,"I have taken this drug for over 4 years. The doctor seemed to think that it has been working for me. Then my insurance company dropped me and I could no longer afford to take it. After two weeks my blood sugars are more stable. My muscles and joints aren't as sore. I don't feel as tired. I don't feel hungry all the time. After reading these reviews I'm glad I no longer am taking it
					...
					",Type 2 Diabetes Mellitus,Actos oral,1,1,2,55-64 Male  on Treatment for 2 to less than 5 years (Patient),1
3/5/11 12:21,,Type 2 Diabetes Mellitus,Actos oral,4,1,6,"actos, 55-64 Male  on Treatment for 1 to 6 months (Patient)",1
2/22/11 15:29,,Type 2 Diabetes Mellitus,Actos oral,4,4,2,"timyourrealtor, 65-74 Male  on Treatment for 6 months to less than 1 year (Patient)",1
2/22/11 14:31,,Type 2 Diabetes Mellitus,Actos oral,3,3,1,55-64 Female  on Treatment for less than 1 month (Patient),3
2/21/11 14:19,,Type 2 Diabetes Mellitus,Actos oral,5,4,1,"Darby125, 55-64 Male  (Patient)",5
3/24/11 10:50,"2 yrs of diabetes, first a1c was 13.8. Started with glimepiride/metformin..work well A1c 6.1 gained wieght, swithced to prandin/metformin worked OK A1cs 7-8 range lost wieght, but eventually even with a low carb diet/excersize the A1c over 8. Started Lantus/metformin..felt great, had no idea how bad I had felt...was even thinking of stopping omeperazol for acid reflux..then Dr. added Actos 15mg, a
					...
					",Type 2 Diabetes Mellitus,Actos oral,4,1,2,"gram, 45-54 Female  on Treatment for 1 to 6 months (Patient)",1
3/23/11 23:52,,Type 2 Diabetes Mellitus,Actos oral,3,3,1,65-74 Male  on Treatment for 1 to 6 months (Patient),3
3/12/11 22:07,,Type 2 Diabetes Mellitus,Actos oral,5,5,3,55-64 Female  on Treatment for 5 to less than 10 years (Patient),5
3/11/11 0:43,,Type 2 Diabetes Mellitus,Actos oral,4,3,2,"eric, 45-54 Male  on Treatment for 1 to 6 months (Patient)",1
3/9/11 17:05,,Type 2 Diabetes Mellitus,Actos oral,4,4,0,65-74 Female  on Treatment for 2 to less than 5 years (Patient),4
4/14/11 15:24,worked well for me.,Type 2 Diabetes Mellitus,Actos oral,4,4,2,"kirby1958, 45-54 Male  on Treatment for 2 to less than 5 years (Patient)",4
4/14/11 11:53,,Type 2 Diabetes Mellitus,Actos oral,5,1,2,"goldgirl, 65-74 on Treatment for 1 to 6 months (Patient)",1
4/6/11 23:10,,Type 2 Diabetes Mellitus,Actos oral,4,1,1,55-64 Female  on Treatment for less than 1 month (Patient),1
3/30/11 6:21,,Type 2 Diabetes Mellitus,Actos oral,5,5,6,"leo9491, 65-74 Male  on Treatment for 1 to 6 months (Patient)",5
3/24/11 18:57,,Type 2 Diabetes Mellitus,Actos oral,4,2,1,"souris18188, 65-74 Female  on Treatment for 2 to less than 5 years (Caregiver)",2
5/5/11 11:53,,Type 2 Diabetes Mellitus,Actos oral,3,3,0,"anne2, 65-74 Female  on Treatment for 2 to less than 5 years (Patient)",3
4/25/11 14:02,,Type 2 Diabetes Mellitus,Actos oral,4,4,1,"Kittykat122, 55-64 Female  on Treatment for 1 to less than 2 years (Patient)",2
4/25/11 10:02,,Type 2 Diabetes Mellitus,Actos oral,5,3,1,"feeling better now, 55-64 Male  on Treatment for 1 to 6 months (Patient)",1
